idno,formid,form_model,title,nation,year_start,year_end,repositoryid,repo_title,created,changed,varcount,total_views,authoring_entity,total_downloads,rank,type,id,url,link_da,thumbnail
WBG_AUT_1991_PHC_v01_M_v02_A_IPUMS,5,remote,Population Census; Building and Housing Census 1991 - IPUMS Subset,Austria,1991,1991,WBG,The World Bank Microdata Library,2021-05-19T00:17:18+00:00,2021-05-19T00:17:18+00:00,164,17784,"Austrian Central Statistical Office, Minnesota Population Center",748,1,survey,388,https://microdata.unhcr.org/index.php/catalog/388,,
WBG_AUT_2001_PHC_v01_M_v02_A_IPUMS,5,remote,Population Census; Building and Housing Census 2001 - IPUMS Subset,Austria,2001,2001,WBG,The World Bank Microdata Library,2021-05-19T00:18:42+00:00,2021-05-19T00:18:42+00:00,187,20684,"Statistics Austria, Minnesota Population Center",780,1,survey,389,https://microdata.unhcr.org/index.php/catalog/389,,
WBG_AZE_1995_SLC_v01_M,5,remote,Survey of Living Conditions 1995,Azerbaijan,1995,1995,WBG,The World Bank Microdata Library,2021-05-19T00:21:58+00:00,2021-05-19T00:21:58+00:00,374,39803,"Social Studies Center, Institute of Sociology and Political Science (SORGU) and the World Bank",2849,1,survey,391,https://microdata.unhcr.org/index.php/catalog/391,,
WBG_AZE_2000_MICS_v01_M,5,remote,Multiple Indicator Cluster Survey 2000,Azerbaijan,2000,2000,WBG,The World Bank Microdata Library,2021-05-19T00:22:36+00:00,2021-05-19T00:22:36+00:00,546,45444,State Statistical Committee of the Azerbaijan Republic,386,1,survey,392,https://microdata.unhcr.org/index.php/catalog/392,,
WBG_BIH_2000_MICS_v01_M,5,remote,"Multiple Indicator Cluster Survey 2000, Household Survey of Women and Children",Bosnia and Herzegovina,2000,2000,WBG,The World Bank Microdata Library,2021-05-19T00:22:57+00:00,2021-05-19T00:22:57+00:00,375,29455,"Federation Public Health Institute, Ministry of Health and Social Welfare",370,1,survey,393,https://microdata.unhcr.org/index.php/catalog/393,,
WBG_BIH_2011_MICS-RS_v01_M,5,remote,Multiple Indicator Cluster Survey 2011 - Roma Settlements,Bosnia and Herzegovina,2011,2012,WBG,The World Bank Microdata Library,2021-05-19T00:23:19+00:00,2021-05-19T00:23:19+00:00,1034,72646,"United Nations Children’s Fund, Ministry for Human Rights and Refugees of Bosnia and Herzegovina, Agency for Statistics of Bosnia and Herzegovina",905,1,survey,394,https://microdata.unhcr.org/index.php/catalog/394,,
WBG_BIH_2011_MICS_v01_M,5,remote,Multiple Indicator Cluster Survey 2011,Bosnia and Herzegovina,2011,2012,WBG,The World Bank Microdata Library,2021-05-19T00:24:10+00:00,2021-05-19T00:24:10+00:00,1033,59556,"United Nations Children’s Fund, Federal Office of Statistics, Republic of Srpska Institute of Statistics, Agency for Statistics of Bosnia and Herzegovina",730,1,survey,395,https://microdata.unhcr.org/index.php/catalog/395,,
WBG_BIH_2011_FLFS_v01_M,5,remote,Financial Literacy and Financial Services Survey 2011,Bosnia and Herzegovina,2011,2011,WBG,The World Bank Microdata Library,2021-05-19T00:24:59+00:00,2021-05-19T00:24:59+00:00,341,23360,IPSOS,1642,1,survey,396,https://microdata.unhcr.org/index.php/catalog/396,,
WBG_DJI_2020_CNPPS-W1_v01_M,5,remote,"COVID-19 National Panel Phone Survey 2020, Wave 1",Djibouti,2020,2020,WBG,The World Bank Microdata Library,2021-05-19T00:25:24+00:00,2021-05-19T00:25:24+00:00,152,18478,Poverty and Equity Global Practice,1477,1,survey,397,https://microdata.unhcr.org/index.php/catalog/397,,
WBG_AUT_2011_PHC_v01_M_v01_A_IPUMS,5,remote,Population and Housing Census 2011 - IPUMS Subset,Austria,2011,2011,WBG,The World Bank Microdata Library,2021-05-19T01:29:49+00:00,2021-05-19T01:29:49+00:00,0,2978,"Statistics Austria, Minnesota Population Center",421,1,survey,398,https://microdata.unhcr.org/index.php/catalog/398,,
WBG_DJI_2020_CNPPS-W2_v01_M,5,remote,"COVID-19 National Panel Phone Survey 2020, Wave 2",Djibouti,2020,2020,WBG,The World Bank Microdata Library,2021-05-19T01:33:06+00:00,2021-05-19T01:33:06+00:00,276,25453,Poverty and Equity GP,1372,1,survey,399,https://microdata.unhcr.org/index.php/catalog/399,,
WBG_ETH_2017_SPS_v01_M,5,remote,"Skills Profile Survey 2017, A Refugee and Host Community Survey",Ethiopia,2017,2017,WBG,The World Bank Microdata Library,2021-05-19T01:37:37+00:00,2021-05-19T01:37:37+00:00,1812,120303,Utz Johann Pape (IBRD - World Bank),1201,1,survey,400,https://microdata.unhcr.org/index.php/catalog/400,,
WBG_GHA_2017_WBCS_v01_M,5,remote,World Bank Group Country Survey 2017,Ghana,2017,2017,WBG,The World Bank Microdata Library,2021-05-19T01:41:42+00:00,2021-05-19T01:43:47+00:00,343,32846,Public Opinion Research Group,598,1,survey,401,https://microdata.unhcr.org/index.php/catalog/401,,
WBG_IDN_2010_PHC_v01_M_v03_A_IPUMS,5,remote,Population Census 2010 - IPUMS Subset,Indonesia,2010,2010,WBG,The World Bank Microdata Library,2021-05-19T01:46:32+00:00,2021-05-19T01:46:32+00:00,177,19970,"Central Bureau of Statistics, Minnesota Population Center",763,1,survey,402,https://microdata.unhcr.org/index.php/catalog/402,,
WBG_IRQ_2015_SRHCS_v01_M,5,remote,"Survey of Syrian Refugees and Host Communities in Kurdistan, 2015-2016",Iraq,2015,2016,WBG,The World Bank Microdata Library,2021-05-19T01:50:36+00:00,2021-05-19T01:50:36+00:00,859,45747,World Bank,692,1,survey,403,https://microdata.unhcr.org/index.php/catalog/403,,
WBG_IRQ_2017_SWIFT_v01_M,5,remote,Rapid Welfare Monitoring Survey 2017,Iraq,2017,2018,WBG,The World Bank Microdata Library,2021-05-19T01:53:09+00:00,2021-05-19T01:53:09+00:00,198,17167,Central Statistical Organization (CSO),591,1,survey,404,https://microdata.unhcr.org/index.php/catalog/404,,
WBG_JOR_2012_DHS_v01_M,5,remote,Population and Family Health Survey 2012,Jordan,2012,2012,WBG,The World Bank Microdata Library,2021-05-19T01:54:33+00:00,2021-05-19T01:54:33+00:00,1881,118719,Department of Statistics (DoS),1267,1,survey,405,https://microdata.unhcr.org/index.php/catalog/405,,
WBG_JOR_2015_SRHCS_v01_M,5,remote,"Survey of Syrian Refugees and Host Communities, 2015-2016",Jordan,2015,2016,WBG,The World Bank Microdata Library,2021-05-19T01:56:28+00:00,2021-05-19T01:56:28+00:00,824,38769,World Bank,703,1,survey,406,https://microdata.unhcr.org/index.php/catalog/406,,
WBG_JOR_2016_DR-BL_v01_M,5,remote,"Comprehensive Baseline Study on Digital Remittances 2016, Demand-side Survey of Low-income Jordanians and Syrian Refugees in Jordan",Jordan,2016,2016,WBG,The World Bank Microdata Library,2021-05-19T02:02:10+00:00,2021-05-19T02:02:10+00:00,14633,420787,"IPSOS Public Affairs, IPSOS Jordan",1487,1,survey,407,https://microdata.unhcr.org/index.php/catalog/407,,
WBG_JOR_2016_WBCS_v01_M,5,remote,World Bank Group Country Survey 2016,Jordan,2016,2016,WBG,The World Bank Microdata Library,2021-05-19T02:24:55+00:00,2021-05-19T02:24:55+00:00,473,30258,Public Opinion Research Group,866,1,survey,408,https://microdata.unhcr.org/index.php/catalog/408,,
WBG_KEN_2009_PHC_v01_M_v03_A_IPUMS,5,remote,Kenya Population and Housing Census 2009 - IPUMS Subset,Kenya,2009,2009,WBG,The World Bank Microdata Library,2021-05-19T02:27:18+00:00,2021-05-19T02:27:18+00:00,207,18102,"Kenya National Bureau of Statistics, Minnesota Population Center",745,1,survey,409,https://microdata.unhcr.org/index.php/catalog/409,,
WBG_KSV_2000_LSMS_v01_M,5,remote,Living Standards Measurement Survey 2000,Kosovo,2000,2000,WBG,The World Bank Microdata Library,2021-05-19T02:30:05+00:00,2021-05-19T02:30:05+00:00,1931,137914,The World Bank,2510,1,survey,410,https://microdata.unhcr.org/index.php/catalog/410,,
WBG_KGZ_1996_KPMS_v01_M,5,remote,Poverty Monitoring Survey 1996,Kyrgyz Republic,1996,1996,WBG,The World Bank Microdata Library,2021-05-19T02:34:59+00:00,2021-05-19T02:34:59+00:00,5026,285783,National Statistical Committee (NATSTATCOM),1985,1,survey,411,https://microdata.unhcr.org/index.php/catalog/411,,
WBG_KGZ_1997_KPMS_v01_M,5,remote,Poverty Monitoring Survey 1997,Kyrgyz Republic,1997,1997,WBG,The World Bank Microdata Library,2021-05-19T02:37:03+00:00,2021-05-19T02:37:03+00:00,1844,118680,National Statistical Committee (NATSTATCOM),1146,1,survey,412,https://microdata.unhcr.org/index.php/catalog/412,,
WBG_KGZ_1998_KPMS_v01_M,5,remote,Poverty Monitoring Survey 1998,Kyrgyz Republic,1998,1998,WBG,The World Bank Microdata Library,2021-05-19T02:41:20+00:00,2021-05-19T02:41:20+00:00,2047,133955,National Statistical Committee (NATSTATCOM),872,1,survey,413,https://microdata.unhcr.org/index.php/catalog/413,,
WBG_LBN_2006_MICSPAL_v01_M,5,remote,"Multiple Indicator Cluster Survey, Palestinian Refugee Camps, Lebanon 2006, Monitoring the Situation of Children and Women","Palestinian Refugee Camps, Lebanon",2005,2006,WBG,The World Bank Microdata Library,2021-05-19T02:42:53+00:00,2021-05-19T02:42:53+00:00,625,124253,The Palestinian Central Bureau of Statistics and Natural Resources,1494,1,survey,414,https://microdata.unhcr.org/index.php/catalog/414,,
WBG_LBN_2011_MICS-P_v01_M,5,remote,"Multiple Indicator Cluster Survey 2011, Palestinian Camps",Lebanon,2011,2011,WBG,The World Bank Microdata Library,2021-05-19T02:45:16+00:00,2021-05-19T02:45:16+00:00,692,46110,"Palestinian Central Bureau of Statistics, United Nations Children's Fund",1280,1,survey,415,https://microdata.unhcr.org/index.php/catalog/415,,
WBG_LBN_2015-2016_SRHCS_v01_M,5,remote,"Survey of Syrian Refugees and Host Communities, 2015-2016",Lebanon,2015,2016,WBG,The World Bank Microdata Library,2021-05-19T03:01:45+00:00,2021-05-19T03:01:45+00:00,642,34217,World Bank,612,1,survey,416,https://microdata.unhcr.org/index.php/catalog/416,,
WBG_LBN_2016_WBCS_v01_M,5,remote,World Bank Group Country Survey 2016,Lebanon,2016,2016,WBG,The World Bank Microdata Library,2021-05-19T03:04:10+00:00,2021-05-19T03:04:10+00:00,475,35353,Public Opinion Research Group,903,1,survey,417,https://microdata.unhcr.org/index.php/catalog/417,,
WBG_MWI_2008_PHC_v01_M_v02_A_IPUMS,5,remote,Population and Housing Census 2008 - IPUMS Subset,Malawi,2008,2008,WBG,The World Bank Microdata Library,2021-05-19T03:09:24+00:00,2021-05-19T03:09:24+00:00,242,25306,"National Statistical Office, Minnesota Population Center",697,1,survey,418,https://microdata.unhcr.org/index.php/catalog/418,,
WBG_PAK_1998_PHC_v01_M_v02_A_IPUMS,5,remote,Fifth Housing and Population Census Pakistan 1998 - IPUMS Subset,Pakistan,1998,1998,WBG,The World Bank Microdata Library,2021-05-19T03:20:05+00:00,2021-05-19T03:20:05+00:00,110,15240,"Population Census Organization, Minnesota Population Center",738,1,survey,419,https://microdata.unhcr.org/index.php/catalog/419,,
WBG_RWA_2007_IDHS_v01_M,5,remote,Interim Demographic and Health Survey 2007-2008,Rwanda,2007,2008,WBG,The World Bank Microdata Library,2021-05-19T03:21:36+00:00,2021-05-19T03:21:36+00:00,1540,119692,National Institute of Statistics of Rwanda (NISR),1865,1,survey,420,https://microdata.unhcr.org/index.php/catalog/420,,
WBG_SLE_2000_MICS_v01_M,5,remote,Multiple Indicator Cluster Survey 2000,Sierra Leone,2000,2000,WBG,The World Bank Microdata Library,2021-05-19T03:22:43+00:00,2021-05-19T03:22:43+00:00,587,44943,Central Statistics Office,397,1,survey,421,https://microdata.unhcr.org/index.php/catalog/421,,
WBG_SLE_2004_PHC_v01_M_v02_A_IPUMS,5,remote,Population and Housing Census 2004 - IPUMS Subset,Sierra Leone,2004,2004,WBG,The World Bank Microdata Library,2021-05-19T03:24:46+00:00,2021-05-19T03:24:46+00:00,232,18943,"Statistics Sierra Leone (SLL), Minnesota Population Center",538,1,survey,422,https://microdata.unhcr.org/index.php/catalog/422,,
WBG_SLE_2008_DHS_v01_M,5,remote,Demographic and Health Survey 2008,Sierra Leone,2008,2008,WBG,The World Bank Microdata Library,2021-05-19T03:26:13+00:00,2021-05-19T03:26:13+00:00,2060,143209,"Statistics Sierra Leone (SSL), Ministry of Health and Sanitation (MOHS)",1943,1,survey,423,https://microdata.unhcr.org/index.php/catalog/423,,
WBG_SSD_2008_PHC_v01_M_v02_A_IPUMS,5,remote,5th Sudan Population and Housing Census 2008 - IPUMS Subset,South Sudan,2008,2008,WBG,The World Bank Microdata Library,2021-05-19T03:27:56+00:00,2021-05-19T03:27:56+00:00,327,33367,"Southern Sudan Centre for Census, Evaluation and Statistics, Minnesota Population Center",694,1,survey,424,https://microdata.unhcr.org/index.php/catalog/424,,
WBG_SDN_2008_PHC_v01_M_v02_A_IPUMS,5,remote,5th Sudan Population and Housing Census 2008 - IPUMS Subset,Sudan,2008,2008,WBG,The World Bank Microdata Library,2021-05-19T03:30:12+00:00,2021-05-19T03:30:12+00:00,328,28491,"Central Bureau of Statistics, Minnesota Population Center",586,1,survey,425,https://microdata.unhcr.org/index.php/catalog/425,,
WBG_TJK_1999_LSMS_v01_M,5,remote,Living Standards Survey 1999,Tajikistan,1999,1999,WBG,The World Bank Microdata Library,2021-05-19T03:37:19+00:00,2021-05-19T03:37:19+00:00,1486,119375,State Statistical Agency (Goskomstat),3759,1,survey,426,https://microdata.unhcr.org/index.php/catalog/426,,
WBG_TZA_2003_CWIQ_v01_M,5,remote,"Core Welfare Indicators Questionnaire 2003, Baseline Survey on Poverty, Welfare and Services in Kagera Rural Districts",Tanzania,2003,2003,WBG,The World Bank Microdata Library,2021-05-19T03:39:27+00:00,2021-05-19T03:39:27+00:00,152,18782,EDI Ltd (Economic Development Initiatives),1385,1,survey,427,https://microdata.unhcr.org/index.php/catalog/427,,
WBG_UGA_2018_MIS_v01_M,5,remote,Malaria Indicator Survey 2018 - 2019,Uganda,2018,2019,WBG,The World Bank Microdata Library,2021-05-19T03:40:40+00:00,2021-05-19T03:40:40+00:00,690,56870,"National Malaria Control Division (NMCD), Uganda Bureau of Statistics (UBOS)",2287,1,survey,428,https://microdata.unhcr.org/index.php/catalog/428,,
WBG_WBG_2010_MICS_v01_M,5,remote,Family Survey 2010,West Bank and Gaza,2010,2010,WBG,The World Bank Microdata Library,2021-05-19T04:03:50+00:00,2021-05-19T04:03:50+00:00,1395,87675,"United Nations Children’s Fund, Palestinian Central Bureau of Statistics",910,1,survey,429,https://microdata.unhcr.org/index.php/catalog/429,,
WBG_WBG_2011_FLS_v01_M,5,remote,Financial Literacy and Consumer Awareness Survey  2011,West Bank and Gaza,2011,2011,WBG,The World Bank Microdata Library,2021-05-19T04:07:15+00:00,2021-05-19T04:07:15+00:00,308,24509,Riyada Consulting and Training,1317,1,survey,430,https://microdata.unhcr.org/index.php/catalog/430,,
WBG_WBG_2014_MICS_v01_M,5,remote,Multiple Indicator Cluster Survey 2014,West Bank and Gaza,2014,2014,WBG,The World Bank Microdata Library,2021-05-19T04:09:06+00:00,2021-05-19T04:09:06+00:00,730,50931,"United Nations Children’s Fund, Palestinian Central Bureau of Statistics, Ministry of Health",1125,1,survey,431,https://microdata.unhcr.org/index.php/catalog/431,,
WBG_NGA_2018_IDP_v01_M,5,remote,Profile of Internally Displaced Persons in North-East Nigeria 2018,Nigeria,2018,2018,WBG,The World Bank Microdata Library,2021-05-19T04:11:28+00:00,2021-05-19T04:11:28+00:00,1260,82666,"Utz Pape, Henry Kwenin",1183,1,survey,432,https://microdata.unhcr.org/index.php/catalog/432,,
UNHCR_RBAC_2020_FOTR_v2-1,3,licensed,Families on the Run - 2020,"El Salvador, Guatemala, Honduras, Mexico",2019,2020,SA,Americas,2021-05-27T15:36:27+00:00,2021-05-27T15:50:40+00:00,734,51621,"UNHCR, UNICEF",725,1,survey,433,https://microdata.unhcr.org/index.php/catalog/433,,
HDX_xchange_BGD_2019_RohingyaSurvey_vEXT,5,remote,The Rohingya Survey 2019,Bangladesh,2019,2019,HDX,The Humanitarian Data Exchange,2021-05-28T09:57:17+00:00,2021-05-28T09:57:35+00:00,0,3208,xChange,0,1,survey,434,https://microdata.unhcr.org/index.php/catalog/434,,
R4V_REGIONAL_PROTECTION_SECTOR_2020_EVICTIONS_v2.1,3,licensed,Regional Evictions Survey - 2020,"Colombia, Ecuador, Peru, Brazil, Guyana, Panama, Dominican Republic",2020,2020,EXT,Other organizations,2021-05-31T12:50:25+00:00,2021-06-01T13:55:45+00:00,278,26140,R4V Regional Protection Sector,792,1,survey,436,https://microdata.unhcr.org/index.php/catalog/436,,
INEI_PER_2018_ENPOVE_v1.1,1,direct,Survey Directed to the Venezuelan Population Residing in the Country - 2018,Peru,2018,2018,EXT,Other organizations,2021-06-01T12:46:10+00:00,2022-09-07T23:47:44+00:00,0,3047,Instituto Nacional de Estadística e Informática,311,1,survey,437,https://microdata.unhcr.org/index.php/catalog/437,,
UNHCR_UGA_2016_PublicLightning_v2.1,3,licensed,Community lighting in Northern Uganda’s Rhino Camp refugee settlement survey - 2016,Uganda,2016,2016,EHA,East and Horn of Africa,2021-06-08T15:44:50+00:00,2021-06-08T15:47:34+00:00,388,29896,UNHCR,0,1,survey,438,https://microdata.unhcr.org/index.php/catalog/438,,
UNHCR_ARG_2020_HFS_Q4_v2.1,3,licensed,High Frequency Survey - Q4 2020,Argentina,2020,2020,SA,Americas,2021-06-10T07:53:14+00:00,2021-06-10T07:53:14+00:00,586,45690,UNHCR,262,1,survey,439,https://microdata.unhcr.org/index.php/catalog/439,,
UNHCR_COL_2020_HFS_Q4_v2.1,3,licensed,High Frequency Survey - Q4 2020,Colombia,2020,2020,SA,Americas,2021-06-10T07:59:27+00:00,2021-06-10T07:59:27+00:00,586,44910,UNHCR,227,1,survey,440,https://microdata.unhcr.org/index.php/catalog/440,,
UNHCR_DOM_2020_HFS_Q4_v2.1,3,licensed,High Frequency Survey - Q4 2020,Dominican Republic,2020,2020,SA,Americas,2021-06-10T11:40:40+00:00,2021-06-10T11:40:40+00:00,587,38568,UNHCR,230,1,survey,441,https://microdata.unhcr.org/index.php/catalog/441,,
UNHCR_ECU_2020_HFS_Q4_v2.1,3,licensed,High Frequency Survey - Q4 2020,Ecuador,2020,2020,SA,Americas,2021-06-10T11:39:36+00:00,2021-06-10T11:39:36+00:00,586,40122,UNHCR,213,1,survey,442,https://microdata.unhcr.org/index.php/catalog/442,,
UNHCR_GTM_2020_HFS_Q4_v2.1,3,licensed,High Frequency Survey - Q4 2020,Guatemala,2020,2020,SA,Americas,2021-06-10T07:57:58+00:00,2021-06-10T07:57:58+00:00,586,37885,UNHCR,221,1,survey,443,https://microdata.unhcr.org/index.php/catalog/443,,
UNHCR_PAN_2020_HFS_Q4_v2.1,3,licensed,High Frequency Survey - Q4 2020,Panama,2020,2020,SA,Americas,2021-06-10T07:58:15+00:00,2021-06-10T07:58:15+00:00,586,39295,UNHCR,219,1,survey,444,https://microdata.unhcr.org/index.php/catalog/444,,
UNHCR_PER_2020_HFS_Q4_v2.1,3,licensed,High Frequency Survey - Q4 2020,Peru,2020,2020,SA,Americas,2021-06-10T07:58:31+00:00,2021-06-10T07:58:31+00:00,586,35220,UNHCR,208,1,survey,445,https://microdata.unhcr.org/index.php/catalog/445,,
UNHCR_UGA_2020_RGA_v2.1,3,licensed,Interagency Rapid Gender Analysis Household Survey - 2020,Uganda,2020,2020,EHA,East and Horn of Africa,2021-06-11T11:44:29+00:00,2021-06-11T11:48:20+00:00,287,29663,UNHCR,833,1,survey,446,https://microdata.unhcr.org/index.php/catalog/446,,
UNHCR_LBR_SENS_2012,3,licensed,"Standardized Expanded Nutrition Survey - 2012, Refugee camps: Bahn, Dougee, Solo, PTP and Little Wlebo",Liberia,2012,2012,WA,West and Central Africa,2021-06-11T15:50:32+00:00,2021-06-11T16:00:06+00:00,42,6525,UNHCR,226,1,survey,448,https://microdata.unhcr.org/index.php/catalog/448,,
UNHCR_LBR_SENS_2013,3,licensed,"Standardized Expanded Nutrition Survey - 2013, Refugee camps: Bahn, PTP, Solo and Little Wlebo",Liberia,2013,2013,WA,West and Central Africa,2021-06-11T18:35:14+00:00,2021-06-11T18:40:45+00:00,104,11537,UNHCR,182,1,survey,449,https://microdata.unhcr.org/index.php/catalog/449,,
UNHCR_LBR_SENS_2015,3,licensed,"Standardized Expanded Nutrition Survey - 2015, Refugee camps: Bahn, PTP, and Little Wlebo",Liberia,2015,2015,WA,West and Central Africa,2021-06-11T18:41:19+00:00,2021-06-11T18:55:15+00:00,110,13010,UNHCR,195,1,survey,450,https://microdata.unhcr.org/index.php/catalog/450,,
UNHCR_NER_2020_IDPReg_Tahoua,3,licensed,Tahoua IDP enrolment - Apr-May 2020,Niger,2020,2020,WA,West and Central Africa,2021-06-11T20:07:49+00:00,2021-06-11T20:08:46+00:00,48,6168,"UNHCR, Government of Niger",0,1,survey,452,https://microdata.unhcr.org/index.php/catalog/452,,
UNHCR_NER_2020_IDPReg_Maradi,3,licensed,Maradi IDP enrolment - Apr-Sep 2020,Niger,2020,2020,WA,West and Central Africa,2021-06-11T20:15:16+00:00,2021-06-11T20:16:11+00:00,51,6667,"UNHCR, Government of Niger",0,1,survey,454,https://microdata.unhcr.org/index.php/catalog/454,,
UNHCR_NER_2020_IDPReg_Tillaberi,3,licensed,Tillaberi IDP enrolment - May-Oct 2020,Niger,2020,2020,WA,West and Central Africa,2021-06-11T20:16:34+00:00,2021-06-11T20:17:49+00:00,56,6224,"UNHCR, Government of Niger",1074,1,survey,455,https://microdata.unhcr.org/index.php/catalog/455,,
UNHCR_LKA_2021_CBI_PDM,3,licensed,"Post-Distribution Monitoring of Cash-Based Intervention, May 2021",Sri Lanka,2021,2021,ASIA,Asia Pacific,2021-06-11T23:07:21+00:00,2021-06-30T15:47:37+00:00,156,13973,UNHCR,517,1,survey,457,https://microdata.unhcr.org/index.php/catalog/457,,
UNHCR_PAK_2021_CBI_PDM,3,licensed,"Post-Distribution Monitoring of Cash-Based Intervention, November 2020",Pakistan,2020,2020,ASIA,Asia Pacific,2021-06-11T23:14:37+00:00,2021-06-30T16:19:37+00:00,153,13805,UNHCR,481,1,survey,458,https://microdata.unhcr.org/index.php/catalog/458,,
UNHCR_NPL_2021_CBI_PDM,3,licensed,"Post-Distribution Monitoring of Cash-Based Intervention, February 2021",Nepal,2020,2021,ASIA,Asia Pacific,2021-06-11T23:22:30+00:00,2021-07-01T11:34:59+00:00,0,1468,UNHCR,536,1,survey,459,https://microdata.unhcr.org/index.php/catalog/459,,
UNHCR_MYS_2021_CBI_PDM,3,licensed,"Post-Distribution Monitoring of Cash-Based Intervention, January 2021",Malaysia,2020,2021,ASIA,Asia Pacific,2021-06-13T22:02:35+00:00,2021-07-01T08:19:50+00:00,88,11274,UNHCR,366,1,survey,460,https://microdata.unhcr.org/index.php/catalog/460,,
FAO_UGA_2018_RIMA_v01_EN_M_v01_A_OCS,5,remote,Resilience Index Measurement and Analysis 2018,Uganda,2018,2018,FAO,The Food and Agriculture Microdata Catalogue (FAM),2021-06-17T07:59:33+00:00,2021-06-17T07:59:33+00:00,1521,94543,"Food and Agricultural Organization of the United Nations, Office of the Prime Minister of Uganda",475,1,survey,461,https://microdata.unhcr.org/index.php/catalog/461,,
FAO_UGA_2017_RIMA_v01_EN_M_v01_A_OCS,5,remote,Resilience Index Measurement and Analysis 2017,Uganda,2017,2017,FAO,The Food and Agriculture Microdata Catalogue (FAM),2021-06-17T08:00:25+00:00,2021-06-17T08:00:25+00:00,2195,119998,"Food and Agricultural Organization of the United Nations, Office of the Prime Minister of Uganda",518,1,survey,462,https://microdata.unhcr.org/index.php/catalog/462,,
UNHCR_UKR_2020_PDM_CBI_v2.1,3,licensed,"Post-Distribution Monitoring of Cash-Based Intervention, 2020",Ukraine,2020,2020,EURO,Europe,2021-06-17T09:06:42+00:00,2021-06-17T09:26:09+00:00,89,7903,UNHCR,390,1,survey,463,https://microdata.unhcr.org/index.php/catalog/463,,
UNHCR_LBN_2020_VASYR_ASSISTANCE_v2.1,3,licensed,Vulnerability Assessment of Syrian Refugees: Assistance History - 2020,Lebanon,2017,2021,MENA,Middle East and North Africa,2021-06-21T13:02:32+00:00,2021-06-21T13:11:15+00:00,7,4362,UNHCR,0,1,survey,464,https://microdata.unhcr.org/index.php/catalog/464,,
UNHCR_LBN_2020_VASYR_SCORE_v2.1,3,licensed,Vulnerability Assessment of Syrian Refugees: Socio-Economic Score - 2020,Lebanon,2016,2020,MENA,Middle East and North Africa,2021-06-21T13:03:05+00:00,2021-06-21T13:11:26+00:00,13,5449,UNHCR,267,1,survey,465,https://microdata.unhcr.org/index.php/catalog/465,,
UNHCR_BFA_SENS_2014,3,licensed,"Standardized Expanded Nutrition Survey - 2014, Refugee camps: Mentao, Goudebo, and Sag-Nioniogo",Burkina Faso,2014,2014,WA,West and Central Africa,2021-06-21T17:49:26+00:00,2021-06-21T17:49:52+00:00,82,10430,UNHCR,0,1,survey,466,https://microdata.unhcr.org/index.php/catalog/466,,
UNHCR_BFA_SENS_2015,3,licensed,"Standardized Expanded Nutrition Survey - 2015, Refugee camps: Mentao and Goudebo",Burkina Faso,2015,2015,WA,West and Central Africa,2021-06-21T17:50:15+00:00,2021-06-21T17:50:21+00:00,98,11534,UNHCR,0,1,survey,467,https://microdata.unhcr.org/index.php/catalog/467,,
UNHCR_BFA_SENS_2017,3,licensed,"Standardized Expanded Nutrition Survey - 2017, Refugee camps: Mentao and Goudebo",Burkina Faso,2017,2017,WA,West and Central Africa,2021-06-21T17:50:40+00:00,2021-06-21T17:50:45+00:00,94,12573,UNHCR,0,1,survey,468,https://microdata.unhcr.org/index.php/catalog/468,,
UNHCR_UGA_2019_CBI_PDM_v2.1,3,licensed,"Post-Distribution Monitoring of Cash-Based Intervention, April 2019",Uganda,2019,2019,EHA,East and Horn of Africa,2021-06-23T09:37:34+00:00,2021-06-23T09:39:23+00:00,211,19474,UNHCR,474,1,survey,469,https://microdata.unhcr.org/index.php/catalog/469,,
UNHCR_TJK_2021_CBI_PDM,3,licensed,"Post-Distribution Monitoring of Cash-Based Intervention, April 2021",Tajikistan,2021,2021,ASIA,Asia Pacific,2021-06-28T08:50:50+00:00,2021-06-30T14:51:34+00:00,0,1921,UNHCR,577,1,survey,470,https://microdata.unhcr.org/index.php/catalog/470,,
UNHCR_KGZ_2021_CBI_PDM,3,licensed,"Post-Distribution Monitoring of Cash-Based Intervention, February 2021",Kyrgyz Republic,2021,2021,ASIA,Asia Pacific,2021-06-28T09:30:54+00:00,2021-06-30T15:15:28+00:00,136,11489,UNHCR,444,1,survey,471,https://microdata.unhcr.org/index.php/catalog/471,,
UNHCR_KAZ_2021_CBI_PDM,3,licensed,"Post-Distribution Monitoring of Cash-Based Intervention, March 2021",Kazakhstan,2021,2021,ASIA,Asia Pacific,2021-06-28T09:31:17+00:00,2021-06-30T15:03:42+00:00,136,14998,UNHCR,503,1,survey,472,https://microdata.unhcr.org/index.php/catalog/472,,
UNHCR_UGA_2021_Q1_PDM_NFI_v2.1,3,licensed,"Post Distribution Monitoring of Non-Food Items - Menstrual Hygiene Management Kits, Q1 2021",Uganda,2021,2021,EHA,East and Horn of Africa,2021-06-29T13:12:51+00:00,2021-06-29T13:14:46+00:00,79,12630,UNHCR,520,1,survey,473,https://microdata.unhcr.org/index.php/catalog/473,,
UNHCR_UGA_2020_PDM_Soap_v2.1,3,licensed,"Post-Distribution Monitoring of Non-Food Items - Soap, 2020",Uganda,2020,2020,EHA,East and Horn of Africa,2021-06-30T11:23:14+00:00,2021-06-30T11:29:11+00:00,44,4924,UNHCR,1440,1,survey,474,https://microdata.unhcr.org/index.php/catalog/474,,
